"じゅん";準;"じゅん:on"
"そく";則;"そく:on, のっと:kun"
"どう";導;"どう:on, みちび:kun"
"にゅう";乳;"にゅう:on, ちち:kun"
"しろ";城;"しろ:kun, じょう:on"
"たん";担;"たん:on, にな:kun, かつ:kun"
"がく";額;"がく:on, ひたい:kun"
"ゆ";輸;"ゆ:on"
"ねん";燃;"ねん:on, も:kun"
"しゅく";祝;"しゅく:on, しゅう:on, いわ:kun"
"とど";届;"とど:kun"
"かた";肩;"かた:kun, けん:on"
"うで";腕;"うで:kun, わん:on"
"こし";腰;"こし:kun, よう:on"
"しょく";触;"しょく:on, さわ:kun, ふ:kun"
"そう";層;"そう:on"
"けい";型;"けい:on, かた:kun"
"ちょう";庁;"ちょう:on"
"かん";管;"かん:on, くだ:kun"
"ぞう";象;"ぞう:on, しょう:on"
"りょう";量;"りょう:on, はか:kun"
"きょう";境;"きょう:on, さかい:kun"
"ぶ";武;"ぶ:on, む:on, たけ:kun"
"じゅつ";述;"じゅつ:on, の:kun"
"はん";販;"はん:on"
"がん";含;"がん:on, ふく:kun"
"きょう";況;"きょう:on"
"ほ";補;"ほ:on, おぎな:kun"
"こう";効;"こう:on, き:kun"
"ほう";豊;"ほう:on, ゆた:kun"
"かん";巻;"かん:on, ま:kun"
"そう";捜;"そう:on, さが:kun"
"か";替;"か:kun, たい:on"
"ぞう";造;"ぞう:on, つく:kun"
"いん";印;"いん:on, しるし:kun"
"ふく";復;"ふく:on"
"ひつ";筆;"ひつ:on, ふで:kun"
"ちょ";貯;"ちょ:on, たくわ:kun"
"し";刺;"し:on, さ:kun"
"ゆう";郵;"ゆう:on"
"しん";針;"しん:on, はり:kun"
"か";菓;"か:on"
"か";河;"か:on, かわ:kun, こう:nan, こお:nan"
"あせ";汗;"あせ:kun, かん:on"
"さ";再;"さ:on, さい:on, ふたた:kun"
"せつ";接;"せつ:on, つ:kun"
"せん";占;"せん:on, うらな:kun, し:kun"
"い";胃;"い:on"
"なや";悩;"なや:kun, のう:on"
"しょう";昇;"しょう:on, のぼ:kun"
"のう";濃;"のう:on, こ:kun"
"きょく";極;"きょく:on, ごく:on, きわ:kun"
"ぎゃく";逆;"ぎゃく:on, さか:kun"
"きょ";巨;"きょ:on"
"こ";庫;"こ:on, くら:kun"
"じ";児;"じ:on, こ:kun"
"とう";凍;"とう:on, こお:kun, こご:kun"
"よう";幼;"よう:on, おさな:kun"
"せい";清;"せい:on, しょう:on, しん:on, きよ:kun, し:nan"
"ろく";録;"ろく:on"
"けん";券;"けん:on"
"い";移;"い:on, うつ:kun"
"へい";並;"へい:on, なら:kun, なみ:kun"
"かん";乾;"かん:on, かわ:kun, ほ:kun"
"おう";欧;"おう:on"
"しん";臣;"しん:on, じん:on"
"りゃく";略;"りゃく:on"
"こう";航;"こう:on, わたる:nan"
"はん";板;"はん:on, ばん:on, いた:kun"
"つ";詰;"つ:kun, きつ:on, きち:on, づ:kun"
"しょう";照;"しょう:on, て:kun"
"かい";快;"かい:on, こころよ:kun"
"はん";版;"はん:on"
"よ";預;"よ:on, あず:kun"
"えん";延;"えん:on, のば:kun, の:kun"
"よく";翌;"よく:on"
"ふ";符;"ふ:on"
"へん";編;"へん:on, あ:kun"
"ふ";普;"ふ:on"
"そう";掃;"そう:on, は:kun"
"でい";泥;"でい:on, どろ:kun"
"ぼう";棒;"ぼう:on"
"そん";孫;"そん:on, まご:kun"
"たい";帯;"たい:on, おび:kun"
"ふん";粉;"ふん:on, こな:kun, こ:kun"
"さい";菜;"さい:on, な:kun"
"か";貨;"か:on"
"りく";陸;"りく:on"
"きん";均;"きん:on, ひと:kun"
"きゅう";久;"きゅう:on, く:on, ひさ:kun"
"さい";採;"さい:on, と:kun"
"えい";永;"えい:on"
"えき";液;"えき:on"
"せき";績;"せき:on"
"ふく";複;"ふく:on"
"とう";党;"とう:on"
"たまご";卵;"たまご:kun, らん:on"
"す";捨;"す:kun, しゃ:on"
"お";汚;"お:on, よご:kun, きたな:kun, けが:kun"
"つくえ";机;"つくえ:kun, き:on"
"かん";簡;"かん:on"
"し";誌;"し:on"
"そん";尊;"そん:on, とうと:kun, たっと:kun"
"けい";敬;"けい:on, うやま:kun"
"はい";灰;"はい:kun, かい:on"
"さ";砂;"さ:on, すな:kun"
"ちょ";著;"ちょ:on, いちじる:kun, あらわ:kun"
"じょう";蒸;"じょう:on, む:kun"
"ぞう";蔵;"ぞう:on, くら:kun"
"そう";装;"そう:on, しょう:on, よそお:kun"
"うら";裏;"うら:kun, り:on"
"しょ";諸;"しょ:on, もろ:kun"
"ぞう";臓;"ぞう:on"
"じゅん";純;"じゅん:on"
"こう";紅;"こう:on, べに:kun, くれない:kun"
"はい";拝;"はい:on, おが:kun"
"しょう";承;"しょう:on, うけたまわ:kun"
"そん";損;"そん:on, そこ:kun"
"し";枝;"し:on, えだ:kun"
"そく";測;"そく:on, はか:kun"
"こう";講;"こう:on"
"しょう";紹;"しょう:on"
"かい";介;"かい:on, すけ:nan"
"こ";湖;"こ:on, みずうみ:kun"
"どう";銅;"どう:on, あかがね:kun"
"ゆ";油;"ゆ:on, あぶら:kun"
"きゅう";旧;"きゅう:on"
"せい";姓;"せい:on, しょう:on"
"ぼう";貿;"ぼう:on"
"しょう";将;"しょう:on"
"の";伸;"の:kun, しん:on"
"はば";幅;"はば:kun, ふく:on"
"あま";甘;"あま:kun, かん:on"
"かん";換;"かん:on, か:kun"
"りょう";療;"りょう:on"
"はん";般;"はん:on"
"い";依;"い:on, よ:kun"
"ちょう";超;"ちょう:on, こ:kun"
"ぎょ";漁;"ぎょ:on, りょう:on, あさ:kun"
"ぼ";募;"ぼ:on, つの:kun"
"かん";患;"かん:on, わずら:kun"
"わん";湾;"わん:on"
"ばく";爆;"ばく:on, は:kun"
"せき";跡;"せき:on, あと:kun"
"こう";香;"こう:on, きょう:on, かお:kun, か:kun"
"ちょう";兆;"ちょう:on, きざ:kun"
"れい";齢;"れい:on, よわい:kun"
"かん";刊;"かん:on"
"けい";傾;"けい:on, かたむ:kun"
"おく";奥;"おく:kun, おう:on"
"ぞう";贈;"ぞう:on, おく:kun"
"こ";雇;"こ:on, やと:kun"
"かた";片;"かた:kun, へん:on"
"ぐん";群;"ぐん:on, む:kun, むら:kun"
"う";埋;"う:kun, まい:on"
"ちゅう";駐;"ちゅう:on"
"ちゅう";柱;"ちゅう:on, はしら:kun"
"えい";鋭;"えい:on, するど:kun"
"でん";殿;"でん:on, との:kun, どの:kun"
"はく";薄;"はく:on, うす:kun"
"うかが";伺;"うかが:kun, し:on"
"たん";炭;"たん:on, すみ:kun"
"ほう";包;"ほう:on, つつ:kun, くる:kun"
"い";衣;"い:on, え:on, ころも:kun, きぬ:kun"
"こう";鉱;"こう:on, あらがね:kun"
"そう";双;"そう:on, ふた:kun"
"しょう";床;"しょう:on, ゆか:kun, とこ:kun"
"くつ";掘;"くつ:on, ほ:kun"
"はく";泊;"はく:on, と:kun"
"あ";荒;"あ:kun, あら:kun, こう:on"
"ふくろ";袋;"ふくろ:kun, たい:on"
"ちん";珍;"ちん:on, めずら:kun"
"せき";籍;"せき:on"
"さつ";刷;"さつ:on, す:kun"
"ふう";封;"ふう:on, ほう:on"
"とう";筒;"とう:on, つつ:kun"
"じゅう";柔;"じゅう:on, にゅう:on, やわ:kun"
"ちん";沈;"ちん:on, しず:kun"
"しん";辛;"しん:on, から:kun, つら:kun"
"ひき";匹;"ひき:kun"
"きょう";叫;"きょう:on, さけ:kun"
"るい";涙;"るい:on, なみだ:kun"
"かん";缶;"かん:on"
"りゅう";粒;"りゅう:on, つぶ:kun"
"とう";塔;"とう:on"
"はだ";肌;"はだ:kun, き:on"
"ふね";舟;"ふね:kun, ふな:kun, しゅう:on"
"くも";曇;"くも:kun"
"みが";磨;"みが:kun, ま:on"
"しつ";湿;"しつ:on, しめ:kun"
"こう";硬;"こう:on, かた:kun"
"どん";鈍;"どん:on, にぶ:kun, のろ:kun"
"りょう";涼;"りょう:on, すず:kun"
"れい";零;"れい:on, こぼ:kun"
"めん";綿;"めん:on, わた:kun"
"ぼう";帽;"ぼう:on"
"ぞう";憎;"ぞう:on, にく:kun"
"てき";滴;"てき:on, したた:kun, しずく:kun"
"じょう";畳;"じょう:on, たたみ:kun"
"ちく";畜;"ちく:on"
"よう";溶;"よう:on, と:kun"
"おど";踊;"おど:kun, よう:on"
"けん";賢;"けん:on, かしこ:kun"
"とう";灯;"とう:on, あかり:kun, とも:kun"
"さ";咲;"さ:kun, しょう:on"
"と";塗;"と:on, ぬ:kun"
"しょう";召;"しょう:on, め:kun"
"はさ";挟;"はさ:kun, きょう:on, しょう:on"
"こ";枯;"こ:on, か:kun"
"ふつ";沸;"ふつ:on, わ:kun"
"たく";濯;"たく:on, すす:kun, ゆす:kun, そそぐ:kun"
"そう";燥;"そう:on, はしゃ:kun"
"びん";瓶;"びん:on, かめ:kun"
"こう";耕;"こう:on, たがや:kun"
"こう";肯;"こう:on, がえんじ:kun"
"し";脂;"し:on, あぶら:kun"
"ふ";膚;"ふ:on, はだ:kun"
"けん";軒;"けん:on, のき:kun"
"なん";軟;"なん:on, やわ:kun"
"こう";郊;"こう:on"
"すみ";隅;"すみ:kun, ぐう:on"
"せき";隻;"せき:on"
